review,sentiment,verified,topic,sentiment_mostly,topic_label
review dublin london 421 euros worst business class flight imagine business class extra leg room middle seat blocked outbound dublin around lunchtime hungry ham dish nothing else told order kosher meal eat ham practically nothing eat stewardess kind enough give bread snack however looking forward decent meal forking business class flight ordered kosher meal return flight got kosher meal vile sort salmon tasteless poor experience ba call business class worse low cost carrier,-0.1753333333333333,0,2,negative,class-business-ba-first-food
review flew british airways london gatwick orlando contrary lot reviews found aircraft staff board fine sat 24 gviio seat comfortable big enough decent amount recline agree ife standard airlines watchable fairly decent amount content staff friendly attentive helpful problems inflight meals typical chicken vegetarian option plus sandwich offered shortly arrival,0.0605555555555555,0,8,negative,good-flight-food-crew-cabin
review british airways aberdeen london heathrow service would expect budget carrier like easyjet ryanair difference price 150 expensive easyjet offer service aberdeen london gatwick around 50 return flight cost girlfriend 160 complementary snacks offered pay 60 top luggage added hold reason flew british airways connecting flight heathrow another airline british airways use excuse high fair frills fees pay heathrow dont buy though connecting flight heathrow cost 420 14 hour flight yet 1 hour 30 minute flight ba costs 220 work,0.1190909090909091,0,0,positive,ba-airline-flight-service-one
review london heathrow toronto british airways airline organisation chosen staff years fly routes offered business destinations recently director getting complaints service cleanliness comfort several members staff listened busy really hadnt listened properly exactly ba seems based personal experience recent trip toronto summed everything firstly paying around 1000 extra premium economy seat three us travelling unlike competitors ba provide priority boarding line economy passengers board met smiling staff immaculately dressed others look bad night manages quality standards premium economy offers little space economy however service levels cabin minimum food unexceptional honest disgrace compared price towards end flight offered second drink biscuit delivered fanfare gold bar delivered however discontent upset flight passengers premium economy palpable vocal staff could cared less companies air canada offer superior experience price ba management need get act together otherwise many customers organisation edge abandoning completely familiarity definitely breeds contempt ba really taking biscuit products marketing image match reality ba ground service management toronto appalling staff sitting around passengers bags missing delayed one help staff openly rude dismissive thorough review needed,0.0612373737373737,0,0,negative,ba-airline-flight-service-one
review london boston amazing flight without problem arriving time despite little late departure seat confort great economy back seat good leg space seemed average seat confort a380 seemed better emirates a380 crew great available special attention kids,0.3108035714285714,0,8,positive,good-flight-food-crew-cabin
review newark london heathrow careful choosing flight new york jfk flights 20 years old boeing 747400s prone breaking tarmac 747 new 1st cramped avoid 747 flight whenever possible deliberately choose newark served new boeing 787 coming back one 8 seats 1st class bad bit better boeing 777 nowhere close singapore airlines emirates etc lounge shared one cathay pacific ok apart 1st dining area 1st class passengers bundled club passengers nice set though boarded time dinner tasteless starter prawns fennel horrible soup chicken mains ok wines ok bed made slept hours stacked landed ahead schedule plane seemed pretty empty club empty club lousy set seat appalling walked cabin reminded cramped daft ying yang seats,0.0184806397306397,0,8,negative,good-flight-food-crew-cabin
review london heathrow newark heard lot ba first class wing lhr checking made way directly check area security screening area prompt find first ba 1st class lounges know exclusive concorde lounge would probably plonk check staff mention better lounge first one rammed end end negotiated way around bags carry luggage strewn place concorde lounge half empty breakfast dining area okay lounge long long overdue refurbishment boeing 777 parked b terminal shown seats friendly fa champagne served chilled cabin looked little tired suspect plane one first new first new liberty branded wash bags light years ahead tacky bags last december amuse bouche flowers wcs nine passengers first average spend 3000 one way total revenue would circa 36000 well done ba saved 10 two bunch flowers loos 9 x 5 amuse bouche grand saving operating costs massive 55 lunch chosen cheap tacky menus pizza express better quality eyes popped read lead appetizer quote loch fyne kinglas smoked salmon oscietra caviar burford egg shallots creme fraiche chive cress oh goodness caviar excitement short lived caviar alright five eggs yes folks 5 eggs 5 grams laugh soup horrible salad never arrived main cod fillet cod cheeks good indeed wine ok fas fine landed ahead schedule whoever landed plane zen master pilot feel plane touch tarmac,0.1594668109668109,0,3,positive,flight-lounge-good-boarding-time
review pisa london gatwick started return flight shared lounge pleasant busy walked tarmac plane ba mean pay skybridge anymore plane fairly new lot better old crate flew took time front row business class meal looked nice salmon salad say good indeed wife hot cheese sandwich said ok champagne served bottle nice landed time closer terminal bad ba,0.3780997474747474,0,3,positive,flight-lounge-good-boarding-time
review heathrow san francisco upper deck economy great service friendly efficient crew comfortable check swift tend like self check self bag tag airlines going way accept quick problem,0.4010416666666667,0,3,positive,flight-lounge-good-boarding-time
review berlin london embarrassment national carrier become laughing stock german passengers us amazed items refreshment purchased transaction took long paid card two elderly male flight attendants barely able service full flight within time available refreshments offer limited british airways used epitomise service quality like cheap carrier,0.1403571428571429,0,9,positive,flight-crew-service-cabin-food
review london gatwick pisa fly route often flight first south terminal user friendly north meanders around place could also refurbishment approached new ba lounge easy miss best place terminal reservations everything ba nowadays cheap skimpy pleasant surprise pretty top notch good food plenty booze nice airy spacious seating wondered moment wandered wrong lounge good far flight called new found love affair ba quickly receded walk gate miles took us 15 minutes needed bit run well arrived nice sweaty plane busy front row best seats usual disappointment lousy seats economy masquerading business seats plane old dirty wc disgusting dark dingy bowl well dare even try describe save looked like previous person flushed leaving permanent effect took time wife sandwiches said dry tasteless settled couple gin tonics dont expect much nowadays ba therefore disappointed get chance disappointed crew fine dont like ba cost cuts one said spend half flight apologising passengers also said charging economy customers food gone like lead balloon notice boarding two passengers bringing food drink board disgraceful,0.1167508417508417,0,3,positive,flight-lounge-good-boarding-time
review london heathrow phoenix flying british airways years although havent used recently surprised service lack service national carrier turned worst crew nce friendly real complaints apart 105 hour flight day nowhere seen 15 hours landing food absolutely appalling dinner offered choice meat vegetarian chicken filet hard leather sort indistinguishable brown gravy totally tastelessthe chicken served sweet potatoe mash pea purée thing edible plate tiny beetroot salad obligatory hard rock bread roll dessert small piece chocolate browniecomplimentary drinks sight people didnt realise could ask wine etc small container water traythis meal served 2 hours flight nothing eat roughly landing time served folded slice pizza served box packet crisp popcorn carbohydrates small container water tasted pizza tasteless like cardboardso left took crisps popcorn methen teacoffee served expecting gourmet meal thought given food provided british airways fruit salad proper vegetables soft drinks offered proper serving even basic water flight entertainment exist couple new films rest old unheard musicradio audio new music unheard artists daughter booked expensive direct flight destination us asked book british airways would rather travel virgin delta indirect far worst ever experience flying long distance airline quite honestly couldnt wait get,-0.0959013209013208,0,9,negative,flight-crew-service-cabin-food
review gatwick st lucia return bound world traveller return club arriving evening went baggage drop reading instructions approached offered help ba staff member check cheerfully done ba airport staff faultless seats food entertainment good drinks plentiful staff attentive friendly return trip flight crew greeted us smiles showed us seats club seats headphones eye masks socks blankets etc drinks service started straight away available flight dinner breakfast terrific staff attentive friendly flight flights clean aircraft friendly attentive crew couldnt fault flights however sympathy troubles sad happy passengers post positive review thank ba shall flying,0.3177188552188552,0,8,positive,good-flight-food-crew-cabin
review london heathrow bangkok already flown ba10 bangkok london month ago really hoping got better seats crazy business class seating route course pay extra reserve seats wanted make sure together booked j k seats check lhr good lounge t5 packed friday afternoon happy bussed flight priority boarding bus arrived whole herd boarded business class door couldnt even get seats boarding toilet business class order scribbled note stuck door wasnt fixed prior flight reason throughout flight people coming business class use toilet angered staff stop constant queues toilet one action cabin passengers using business toilet good enough food wine ok crew good flat bed good disembarking slow movies ba10 four weeks earlier,0.057716049382716,0,3,negative,flight-lounge-good-boarding-time
review singapore london heathrow reading negative reviews press ba late expecting much trip terminal 5 breeze one best things flying ba checked cleared security within 20 minutes secured seats upper deck a380 seemed intimate lower deck seats comfortable journey entertainment fine ba cabin crew seemed rushed throughout journey lead purser busy talking guests entering aircraft hello acknowledgement got seats space left overhead lockers help cabin crew didnt expect either looked told us store bags food kept bare minimum 135 hour journey 2 hot meals provided dinner breakfast nothing actually surprised receive second hot meal breakfast got food snacks qantas flight singapore australia much shorter 7 hours still cannot understand ba considered 4 star airline qantas also 4 star airline much better disappointed ba prepared worst would fly score cheap seats,0.2006944444444444,0,5,positive,meal-economy-cabin-food-would
review london heathrow stockholm arlanda ba rapidly becoming budget airline premium airline prices im silver card holder always chosen fly ba primarily maintain worth bothering galleries lounge heathrow hot food replaced time sandwiches cakes small touches like takeaway biscuits etc gone im fourth time stay extra night end destination evening seats flights even 6 weeks ahead hard raise smile many check staffstewards dont seem care anymore last time flew premium economy food inedible book another airline principle say hope ba ends learning hard way saving pennies lose pounds customers leave youre going low cost airline charge low cost prices,0.1598039215686274,0,0,positive,ba-airline-flight-service-one
review bangkok london heathrow boarding usual farce unintelligible boarding announcements resulting free flight packed full inflight entertainment system didnt work entire flight 13 hour flight also time spent ground waiting push back nearly 14 hours noticed ba dont seem care ife working ba0009 ba0010 quite usual route passengers complaining time aircraft wide problem effecting passengers captain made number announcements apologising asking passengers patience explaining wasnt cabin crews fault obviously experiencing passenger dissatisfaction explained system overheated well calms things eat served meals board due becoming unwell previous ba0009 flight never want experience looking forward eating snacks usually available however told withdrawn happy brought sandwich airport although felt hungry managed remembered well eva air compare sandwiches even pot noodles meals cabin crew nice serving meals stored trolleys two aft toilets next rear doors sides aircraft effectively blocking access 4 toilets passengers wanting toilets quite struggle push past never seen experienced flight wondered actually safety concern ie blocking doors also experienced sinus problems pain congestion believe due air quality boeing 777 airplanes air dry little humidity take precautions taken month recover terrible headaches sinus pain congestion experience flying 777s flight crew forums line discussing 777 air quality problems captain hand apologise disembarking passengers clearly annoyed plane fully serviceable complained ba also emailed ceo alex cruze urged crew email ceo forwarded customer services surprises customer services replied quickly investigated confirmed time constraints loading food full compliment loaded hence snacks advised lack ife would investigated maintenance team would acknowledge problem air quality didnt expect way compensation given 3000 avios points paltry especially points radically devalued economy passengers worth third year ago used avios accepted frankly disappointed flight bas level compensation tried stay loyal national carrier currently confidence anything done improve passenger experience route way check fly route ba risk therefore looking options future including middle eastern airlines plane change,0.0559963768115942,0,9,negative,flight-crew-service-cabin-food
review istanbul london sad say british airways little budget airline masquerading really expensive one hard see difference flight experience budget airline british airways except ticket price disappointment high high expectations paid extra comfortable trip instead felt totally ripped every possible shortcut taken ensure discomfort profit margins havent flown british airways years shocked much gone downhill riding good reptutation short changing customers save coins something else dont get pay british airways,-0.0147222222222222,0,0,negative,ba-airline-flight-service-one
review belfast seoul via london heathrow pretty poor short haul connection london good pay food drink genuinely felt like leg room long haul flight london cramped im slightly average height means giant really struggled get comfortable seat narrow little leg room space put feet taken assume processor ife system seat front seat narrow got pretty uncomfortable around 2 hours food ok nothing special much thimble drinking water get every hours hardly enough child remember food ba flights good something gone terribly wrong staff one things ba going minute one things left ba old actually worthy name friendly staff flight airport flew route qatar airways months quite simply different league one last note build terminal 5 meant world class firstly smoking area although constantly told smoke many people still chose expect people wait terminal hours connections cant even enjoy fag process though seems toilets unofficial smoking area youre normally met wall smoke walk someone walk airport buy rolex gucci outfit like people recommend set shops normal people actually afford things rather window shop,0.0987163514779793,0,0,neutral,ba-airline-flight-service-one
review paris london heathrow ba gold guest list member 75000 tier points cannot believe happening ba attendants crew look embarrased offering poor quality product cramped seats chaotic boarding every flight announced flight busy today want check bags words crammed many seats room cabin luggage pay food even water two trolleys pass slowly aisle takes long serve pay food drink effectively blocking access toilets whole flight let costcutting ceo understanding quality service run premium priced airline appalling high cost carrier low cost service shame called british airline terminal decline need look matched status proper premium airline dont pay ba shortfall use cheap alternatives service,0.0370261437908496,0,0,negative,ba-airline-flight-service-one
review world traveler plus heathrow sfo whinge experience new entertainment system rebooted boarding pretty much average zone boarding economy everybody get first time premium economy loved ba shined postflight unforgivable walked wrong checked bag discovered 3 hours drive later got contacted staff ba luggage spite mess entirely fault immediately volunteered fedex overnight bag also come cruise line famed food food stood surprisingly well compared oceanias,0.1101239669421487,0,4,positive,flight-ba-us-hours-london
review buenos aires london warned ba gone downhill decided give try long haul flight start cannot reserve seat prior checkin unless paying 2000 business class ticket willing spend additional 90 per leg seat reserved call insane honest waited waited waited till checkin opened made get forward facing aisle seat latam lounge buenos aires nice food average connecting santiago time take shower ground crew extremely nice attentive boarding sort mess ba let frequent flyers flying business board business class door flood people moving back forth get rear plane crew simply unable handle process feel like taken care boarding aircraft 3class boeing 777300 looked bit tired seat absolute worst part flight narrow hard nice sleep aisle passengers configuration feels like wall one side exposed peopletrolleys passing aisle side flat little short even im 180cm high giant narrow find forced sleep side addition lie drawer accessible therefore literally space store anything even glasses wear food ok still cant understand ba run entrée options business class crew mature long trip friendly nice really shows suffering cost cuts keep apologizing everything available working entertainment system made smile bit selection movies ok screen much smaller carrier economy class ones sum average flight lieflat seat would call premium economy experience business one ba needs improve business class well par compared almost european carriers even compare middle east airlines,0.025395061728395,0,2,negative,class-business-ba-first-food
review gatwick pisa check gatwick breeze chaotic boarding process though flight took approximately 10 minutes late cabin crew exceptional one thing ba going middle seat vacant business class reality extra leg room seats passenger front decides recline even less room catering ba getting wrong insisting dumbing reasonable standards hardly call cheese toast satisfactory meal choice despite calling croque monsieur still cheese toast ever way look hope mr cruz reads reviews customer wants ba turning high cost frills airline much motto fly serve remember mr cruz mr walsh airlines offering much better service,0.0446788194444444,0,3,negative,flight-lounge-good-boarding-time
review flew british airways london dubai start awful seats felt like squashed passengers either side need room rude staff shocked top host came around food completely skipped working way back interrupted ask food got annoyed moved seat back removed food trays man behind hit chair started yelling im female travelling alone felt frightened shows little space everyone given im really disappointed ba,-0.1883928571428571,0,2,negative,class-business-ba-first-food
review stuttgart london british airways things changed passengers queue gate easyjet ryanair rather sitting waiting called unsurprisingly boarding stuttgart agency staff chaotic unsure entitled cabin crew increasingly young inexperienced probably older members left view transformation british airways budget airline visible people bothered purchase overpriced snacks drinks offer way three cabin crew members gathered rear galley chatted munched away spare food business class section surreptitiously taken rear rear noticed one two lavatories economy class ripped replaced two seats without window directly opposite one remaining toilet passengers looked particularly unhappy least constant queues alongside everything british airways shabby telling passengers little valued even mention extra costs hold luggage seat reservations ticket theoretically gave choice seat appointed time four choices left wont flying unless options fail,-0.0664583333333333,0,0,negative,ba-airline-flight-service-one
review flew nice gatwick 300 sandwich club class travel business class whether long haul europe better experience even important since quality service economy nosedived stewardship señor cruz started badly discovered flight terminal remote location required much waiting bus like charter flight asked staff member told terminal small cope noticed low cost carrier norwegian parked jetty booked seats second row wanted choice hot meal rear club often option due catering limitations passengers offered choice curry think yum salmon yuck time nice crew got us salmon left high potassium fish must avoid asked dish run second row two loaded reply two whole club yes asked else board told would pay 3 sandwich economy help avios tickets cost 50000 beyond belief executive card holder treated way nice cabin crew excruciatingly embarrassed ba wake loyal passengers swallow hard pun migrate carriers id rather fly easyjet spend 300 change nice meal,0.1423958333333333,0,9,positive,flight-crew-service-cabin-food
review london lgw lima booked fly premium economy back business overnight like bas website allows split classes like event got upgraded business ways idea frequent flyer flights left arrived time gatwicks sunday morning check scrum awful ba cabin crew ground staff polite helpful food good outward slightly poorer quality meat return peru catering supplier cabin clean plastic partitions carpets looking bit tired ife screens old small plane gymms ways hate ba penny pinching even paid 1600 still want another 60 pick seat,-0.0223076923076923,0,8,negative,good-flight-food-crew-cabin
review punta cana gatwick return would really like say good thing recent two flights ba find nothing layout business class cabin bad half seats facing backwards someone staring little divider seats extremely narrow cannot easily turn sleep position low almost impossible get 50 years traveling worse business class selection films music limited screen small food two trips passable nothing wines less passable unless like plonk suppose much fun flight attendants work low class environment one thing absolutely necessary saved best last return flight temperature cabin close freezing wore two pullovers blanket still cold know many former ba customers bemoaning fall standards aboard regret join group possible never fly ba,0.0294430272108843,0,2,negative,class-business-ba-first-food
review washington london heathrow return british airways seems identify crisis full service low cost carrier meals cut back almost nothing seat selection fees abound checked baggage fees may apply depending upon type ticket purchased united airlines better transatlantic coach product ba food outbound overnight flight breakfast reduced granola bar return flight dinner tiny small amounts food halffilled bowls presented large tray emphasize lack food prelanding snack replaced aforementioned granola bar given lack food ba switch buyonboard least fewer people would go hungry flight crews seemed apologetic lack food seat fees dont know full service carrier assign seat advance part paid ticket assume cost another 40 per ticket ba luggage fees completely opaque policy outbound trip told tickets included one free checked luggage item return told checked bags would extra although kindly baggage checkin attendant waived fee us doubt much victim bas indecipherable baggage fee policy passengers entertainment boeing 777200 outbound good modern ondemand ife system return boeing 747400 system older ondemand system small blurry screens almost unwatchable cabin crews generally friendly fairness flights time nothing went wrong ba feels cheap stingy likely fly competition future,0.1268650793650793,0,6,positive,airways-british-ba-flight-seats
review new york jfk london heathrow return review based three different criteria service food seat comfort overall service good flight attendants attentive throughout flight professional request handled timely manner flight full service suffer food flight absolutely disgusting inedible choice thai vegatable curry chicken dish ate one bite highlight meal two bite chocolate granache also eliminated second mealsnack service served teacoffee cookie poor indeed seat comfort best ive experienced economy managed 4 hours sleep 7 hour crossing slideable headrests allow head bob disgusting food would give 910,0.0518831168831169,0,9,negative,flight-crew-service-cabin-food
review malaga gatwick seat barely legroom reclines 1 2 degrees impossible relax food drinks including coffee water charged airline provides one trolley whole plane sitting row 28 30 took us nearly 2 hours served cards accepted makes things worse appalling want fly like fly ryanair fraction price,0.0484848484848485,0,0,negative,ba-airline-flight-service-one
review stavanger las vegas via london heathrow salute fantastic staff terminal 3 helping group everything seemed lost american airlines terrible customer service trip originally meant codeshare flew ba booking aa flights lhr las via jfk trip took place april 3rd 2017 risked stranded 16 19 travelers lhr aa somehow magically losing itineraries interested helping rather blaming everyone else ba service personnel spent hours trying solve decided take matters hands got us 16 travelers direct flight lhr las day arranging accommodation transport tofrom airport dinner breakfast even though aa mainly responsible journey service onboard expect economy flight duration seats good food right complimentary drinks welcome ife great screens little small compared newer aircrafts type long haul particular issues,0.1590419501133786,0,6,positive,airways-british-ba-flight-seats
review flew british airways london heathrow moscow return easter 2017 plane old seats cover reminded unclean grey carpet way moscow seat next emergency exit leg space though screen entertainment well table getting stuck choose watching film food resulting food provided placed lap cup coffee floor food miserable stonecold cheese onion sandwich without alternatives whereas crew hot lunches meat noticed queuing toilet two fully booked economy class way back london seat middle cabin little leg space literally could even cross legs knees stuck seat front seats reclining either food even worse inbound flight stonecold cheese onion sandwich replaced stonecold cheese onion small bun hot drinks served 4 four hours flight fly ba russia employs tactics easyjet albeit latter superior comfort customer service,-0.0537280701754385,0,5,negative,meal-economy-cabin-food-would
review copenhagen mexico city via london heathrow upper deck window seat british airways uses 242 configuration every second seat backwards serve window center seats crew open blind seats pass food drinks aisle seat also means face face passenger besides could great horrible food nothing special service polite bags make flight representative ground helpful bags arrived next day pick would fly usually good fares mexico,0.071938775510204,0,7,negative,seat-economy-flight-seats-premium
review gatwick rome return outward flight plane full booked paid aisle seat legroom narrow seat eat aircraft landed time return flight left rome late full time booked paid aisle seat near emergency exit leg room food plane ms chose ploughmans option looked glossy catalogue food bore little resemblance photograph dry filled feel sorry cabin crew takes ages serve food receive payment cant use cash clear passengers near rear aircraft would lucky served british airways european flights nothing nofrills airline much cost cutting opens door look cheaper options offering service good enough,0.0001811594202898,0,3,negative,flight-lounge-good-boarding-time
review prague london heathrow british airways lost plot ba budget airline offers bare minimum services higher budget fare checkin ridiculous wait categories processed gold members bronze members families business class silver members last get round calling anyone left scowl shabby attendant board plane seating fair though leg room tight flight left little late arrived almost time fine food even coffee provided couple flight attendants come aisle snails pace trolley cant believe ba make passengers pay extra food drink ba shows much budget airline fr cry illustrious past wonder happened ba fallen far last flight ba unless options available ba expensive direct budget competitors full service airline anymore,0.0253174603174603,0,0,negative,ba-airline-flight-service-one
review london istanbul ever increasingly disappointed british airways constant penny pinching material affect hard product staff seem dispirited seats lounge food aircraft cleanliness board food beverages sub par compared rival airlines recent flight back took aisle seat change flight quite full constant stream people economy cabin coming business class cabin use toilets really quite irritating especially meal service attempt made crew stop even close curtain splitting cabins even complaints find aircraft consistently dirty flight someone left chewing gum seat well think ba dont care flight istanbul electronic devices banned airlines allow boarding arrange taken british airways even bothered offer entertainment even extra magazines flight really dont appear give care passengers even flying business class,-0.0482456140350877,0,2,negative,class-business-ba-first-food
review paris orly new york via london unlike american carriers european carriers beverage service short haul flights tea costs 230 pounds economy overseas joke bring premium drinksservice back front economy class passengers get see kind amenities could replaced 2nd meal used offer snacks options cookies snacksized kit kats snacksized mars may one asked extra snack told one onboard media decent nothing write home classify airline slightly budget airline get one meal entertainment much better,0.0377164502164502,0,5,negative,meal-economy-cabin-food-would
review los angeles london heathrow agree reviews ba gone far cost cutting service flight attendants able offer appalling theres nothing positive left say newly refurbished 747 looks drab cramped new uncomfortable slimline seats disgusting cheap meals flight attendants pleasant see theyre embarrassed nothing offer would fine british airways still charges premium prices took flight route virgin atlantic difference little extras make long flights bearable still prices cheaper im afraid say wont flying ba anymore unless use avios id acquired,-0.0480263157894736,0,0,negative,ba-airline-flight-service-one
review london milan linate landed london taking connecting flights orange county california dallas dallas london american landed london pm flight leave pm went british airways help desk asked could get flight told go gate wait see full flight flight one carry one nothing checked went gate boarding told impossible would go ticket area least hour change ticket wait another 3 hours traveling 18 hours gate boarding looked bag said would check explained regulation carry bag last two flight bag 30 flights carry explained last connecting flights traveling long time want wait long time bags getting late rude tagged bag still gave carry tarmack get bus plane decided carry plane fit easily overhead every flight bags bigger mine actually came plane took bag put cargo hold wasnt annoying enough could believe asked water take pill charged bottle water also charged woman next cup tea could understand possible one discount airlines british airways end frustration took almost hour get bag belt stopped halfway process travel agent never book someone else unless viable choice,-0.0660149572649572,0,4,negative,flight-ba-us-hours-london
review london nice return british airways gone food board arrived nice 1 hour foudd babys buggy another section altogether one informed returning buggy arrived heathrow two year old without buggy one knows anything told three different messages buggy dont buggy terrible service round airline gone staff really dont care especially heathrow baggage office simply dont cater families care,-0.02008547008547,0,4,negative,flight-ba-us-hours-london
review baltimore nice via london ordeal started could check online called ba said flight airport control check airport fair enough known something wrong get airport 3 hours ahead wanted get good seat told premium economy overbooked involuntarily bumped economy never mind bought paid ticket 4 months ago staff even nice quite beligerent offered compensation card 94 got amount dont know would preferred seat tell need contact ba refund difference price need contact moved know moved shouldnt automatic inconvenienced twice mistake send email refund form yet hear week horrible flight severe back pain one reason booked premium extra room made worse economy seat screen work movies although flight attendants try though wanted make bad trip fast forward france tried use compensation card declined tried use amazon nespresso online also declined really ba sent another email telling card working nothing flown ba past happy anymore ba fly problem come,0.0343749999999999,0,6,negative,airways-british-ba-flight-seats
review business class sale convinced give try trip home sofia boston say wife daughter completely pleased somewhat surprisingly quick efficient checkin business class counter sofia decent contract lounge excellent service food onboard club europe flight london club world flight boston terrific flight attendants much better food used united lh austrian gluten allergy need order special meals three gluten free meals trip among best three included flavorful sauces something lh always omits special meals galleries lounge b satellite terminal excellent much food offer lh os lounges even new ua lounge heathrow t2 quiet comfortable really liked quirky club world business cabin middle section great couples every seat storage drawer entertainment system solid four toilets business class complaint outrageous policy required pay reserve seats together business class fight full probably could gotten seats together checkin want take risk ba got additional revenue obviously,0.251025974025974,0,2,positive,class-business-ba-first-food
review excellent experience roundtrip trip hong kong copenhagen london despite economy class flight attendants attentive also proactive serving needs even needed ask friendly made us feel completely home onboard entertainment selection extensive highquality options english international movies high caliber screen interface modern easy use seats flight hkglhr boeing 777300er new much comfortable average older seat pilot incredibly descriptive flight path taking kept us date terms turbulence arrival time weather without overbearing overly disruptive regards preboardingground service one checkin representatives went way accommodating boyfriend could sit together window seat available checkin due fact bought tickets separately selected seats beforehand really appreciated willingness look could make trip pleasant first time flying british airways long time since last boarded longhaul flight trip exceeded expectations british airways opinion outdated carrier many deem,0.2153463203463203,0,8,positive,good-flight-food-crew-cabin
review london heathrow larnaca british airways used good airline another expensive airline low cost service ticket prices still high dont offer food drinks short haul flights also let choose seat unless pay really dissapointed,0.1384999999999999,0,0,positive,ba-airline-flight-service-one
review flew london gatwick san jose costa rica flown business numerous occasions noticed decline british airways service flight appalling travelling couple sat centre seats cabin staff appeared ignore offering cabin services ie drinks towels etc normal routine stuff many occasions request attention chosen meals available outward return flights sat row 2 front service collection waste items requested galley kitchen restocked end flight looked like bomb site glasses cups available even glass water cabin staff noticeable absence flight hot towels soon size postage stamp toilet bags cheap ba totally lost plot longer premium service willie walsh co need take flight emirates qatar etc realise failings business seating configuration ridiculous passengers centre seats hurdle way isle isle passengers legs part trip made domestic flights connect service reverse costs arent ba wants become budget airline need offer budget fares dont think clue future avoid unless absolutely necessary positive trip lounge gatwick lounge san jose joke,0.0680957300275482,0,0,negative,ba-airline-flight-service-one
review flight new york jfk london heathrow extremely uncomfortable although entertainment quite good tvs food horrible plasticy tasting tasty flight heathrow back jfk many delays although anyones control inconvenient terribly long wait board new plane 5 hours first told would brought new plane soon possible almost hour later many delays disappointments notified passangers wait hours get new plane wish discomfort plane bad food time delays reduced dramatically far good first trip british airways,-0.0341106719367588,0,8,negative,good-flight-food-crew-cabin
review poor customer service british airways partner flight overbooked accommodated different flight day via point oman upset change trip delay would occur result accepted things happen told go straight boarding flight oman asked tickets second flight given form ticket told would visit transfer desk oman get boarding passes arriving oman clue flight meant full left 4 hours communication anyone transfer unit shop vending machine offer refreshments pleading airport staff placed flight bahrain transferred original planned destination new delhi approximately 12 hours delayed arriving receive single apology day say traumatising experience understatement,0.005827922077922,0,4,negative,flight-ba-us-hours-london
review change flight back san diego accident required stay hospital id flown first class business class return understand fare structures mean flights changeable ba absolutely help flatly refused change flight buy ticket available class world traveller plus cost 3300 one way first class fight ok nice cabin crew good food grubby cabin clear cost cutting snacks water etc galley like used absolutely help return trip despite requests flight walking stick id requested aisle seat ask check given seat middle would really annoyed passengers tried get across go loo etc stick really poor value 3300 rubbish seats uncomfortable tv screens arent great food awful clear costs cut massively maybe plan offer rubbish food introduce food buy long haul feel grateful pity really obviously bas call want nofrills airline id rather honest us choose amongst many frills airlines keep trying say ba leading brand strong values clearly theyve decided cut costs wherever still charge high prices might make profitable follower short term suspect people vote feet fly someone else,0.0698095238095238,0,0,negative,ba-airline-flight-service-one
review philadelphia edinburgh via heathrow january 2017 ive always enjoyed flying british airways usually make yearly trips philly rather flying direct newark via united long haul flight ok food service wee bit slow usual chicken rice ok economy class flight however surprise longer served breakfast even snack morning chicken food got flight wasnt fussed got connecting flight edinburgh found longer served free food point pretty hungry caved got ready pay bacon roll never happened trolly never reached top left heathrow late computer problem meaning missed train connection edinburgh understand things happen times however recent cuts service upcoming densification long short haul fleet make ba lot less attractive furthermore headphone jack ife loose quite difficult watch films flight disappointing side staff desk flight great always considering got flight good price ok although definitely going way fly ba go cheapest direct option future im indifferent recommending flying ba suit best go ahead dont go way fly cheaper direct options go instead isnt anything particularly outstanding,0.1474705474705474,0,0,positive,ba-airline-flight-service-one
review well start business seat supposedly premium brand ticket price excess 5000 lounges lhr t5 need work yes british airways investing long overdue small lounge b gates needs rethought offer better food options aircraft refitted apparently scrapped seats remain tired vanity screen working properly entertainment system past best smudges scratches carpets look like need good clean grubby indeed toilets old overall aircraft well past could described premium regarding crew bashed shadow former selves sad true many apologies rubbish decisions management trip galley kitchen poorly stocked many usual items missing eg waitrose fruit yogurts also stopped icecream food served good saving grace meat platter could spoil sliced meats cheese blankets faded ragged toilet bags joke cheap nasty route jewel airline crown one slide priority ladder ba need invest new fleet reenergise crew change catering get choices upgrade seating change seating configuration avoid olympic pole vaulter,0.0341380471380471,0,2,negative,class-business-ba-first-food
review london heathrow singapore business class flight heathrow singapore flight took 2 hours late real explanation kept informed seems ba days later taking flight felt like many staff serving friendly one would expect flight let alone business class calls request additional water quite basic service elements responded friendliness service mindset main meal served absolutely awful supposed asian meal curry prawns like gunge edible really dont know could deemed meal acceptable also breakfast far late seemed big rush try complete service plane landed seemed totally unnecessary hungry courses went galley get snacks selection poor staff seemed react badly reason noticed big difference snacks offer past years ba silver member many years see reason renew always try fly qatar possible going asia service better often price nothing redeeming ba,-0.0229166666666666,0,0,negative,ba-airline-flight-service-one
review thinking flying airline second time travelling airline luggage lost two years ago london dublin bags lost two days flight bags left london im stuck dubai winter clothes missing pools beaches resort waiting bags turn 3 days clothes upside service board ba559 excellent however business class ba europe flight different economy dont pay business think getting comfy seat,0.1142857142857143,0,4,positive,flight-ba-us-hours-london
