num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,booking_origin_0,booking_origin_1,booking_origin_2,booking_origin_3,booking_origin_4,booking_origin_5,booking_origin_6,route,route_0,route_1,route_2,route_3,route_4,route_5,route_6,route_7,route_8,route_9
1,0,0,16,4,5,3,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNJHB,0,1,0,1,1,1,0,0,0,1
1,1,0,1,4,16,4,1,0,0,6.62,0,0,0,0,1,0,0,0,ICNJHB,0,1,0,1,1,1,0,0,0,1
2,0,0,40,4,14,1,1,0,1,6.62,1,0,0,0,0,1,1,1,ICNJHB,0,1,0,1,1,1,0,0,0,1
1,0,0,14,4,23,4,0,0,0,6.62,0,0,0,0,0,1,1,1,ICNJHB,0,1,0,1,1,1,0,0,0,1
3,0,0,26,4,0,6,1,1,1,6.62,1,0,0,0,0,1,1,1,ICNKBR,0,1,0,1,1,1,0,0,1,0
1,0,0,152,4,0,1,0,0,1,6.62,1,0,0,0,0,1,0,1,ICNKBR,0,1,0,1,1,1,0,0,1,0
2,0,0,246,4,14,4,0,0,0,6.62,1,0,0,0,0,1,0,1,ICNKBR,0,1,0,1,1,1,0,0,1,0
2,0,0,296,4,12,1,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBR,0,1,0,1,1,1,0,0,1,0
1,0,0,152,4,4,1,1,0,1,6.62,0,0,0,0,0,1,0,1,ICNKBR,0,1,0,1,1,1,0,0,1,0
3,1,0,335,4,1,5,1,1,0,6.62,0,0,0,0,0,1,0,1,ICNKBR,0,1,0,1,1,1,0,0,1,0
3,0,0,12,4,12,4,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
2,0,0,21,4,12,7,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
1,0,0,233,4,3,7,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
2,1,0,397,4,12,1,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
1,0,0,233,4,3,7,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
1,0,0,249,4,17,7,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
2,0,0,16,4,5,4,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
7,0,0,108,4,13,5,1,1,1,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
4,1,0,127,4,1,3,1,0,1,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
1,0,0,232,4,0,3,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
1,0,0,275,4,9,5,0,0,0,6.62,0,0,0,0,1,0,0,0,ICNKBV,0,1,0,1,1,1,0,0,1,1
3,0,0,243,4,2,4,1,0,1,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
1,0,0,176,4,6,5,1,0,1,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
2,0,0,117,4,15,4,1,1,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
3,0,0,70,4,17,3,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
1,0,0,132,4,1,5,1,1,1,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
1,0,0,244,4,12,3,0,0,1,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
2,0,0,27,4,1,3,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
2,0,0,365,4,1,2,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
4,0,0,194,4,13,1,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
2,0,0,82,4,13,3,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
2,0,0,95,4,14,7,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
1,0,0,21,4,10,3,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
2,0,0,197,4,13,3,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
2,0,0,101,4,5,5,1,1,1,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
1,1,0,285,4,8,1,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNKBV,0,1,0,1,1,1,0,0,1,1
1,0,0,1,4,0,2,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNKCH,0,1,0,1,1,1,0,1,0,0
2,0,0,173,4,14,5,0,0,0,6.62,0,0,0,0,0,1,1,1,ICNKCH,0,1,0,1,1,1,0,1,0,0
4,0,0,105,4,6,2,1,0,0,6.62,0,0,0,0,0,1,1,1,ICNKCH,0,1,0,1,1,1,0,1,0,0
1,0,0,24,4,16,6,0,0,0,6.62,1,0,1,1,0,1,0,0,ICNKCH,0,1,0,1,1,1,0,1,0,0
1,0,0,46,4,14,1,1,0,0,6.62,1,0,0,0,0,1,0,1,ICNKCH,0,1,0,1,1,1,0,1,0,0
1,1,0,74,4,13,7,1,0,1,6.62,0,0,0,0,0,1,1,1,ICNKCH,0,1,0,1,1,1,0,1,0,0
1,0,0,114,4,4,4,1,1,0,6.62,0,0,0,0,0,1,0,1,ICNKCH,0,1,0,1,1,1,0,1,0,0
1,0,0,4,4,5,4,1,1,1,6.62,0,0,0,0,0,1,0,1,ICNKCH,0,1,0,1,1,1,0,1,0,0
1,0,0,36,4,4,2,1,1,0,6.62,1,0,0,0,0,1,1,1,ICNKCH,0,1,0,1,1,1,0,1,0,0
1,1,0,0,4,2,1,0,0,0,6.62,0,0,0,0,0,1,1,1,ICNKCH,0,1,0,1,1,1,0,1,0,0
3,0,0,16,4,3,5,1,0,0,6.62,1,0,0,0,0,1,0,1,ICNKCH,0,1,0,1,1,1,0,1,0,0
4,0,0,8,4,15,4,1,0,1,6.62,0,0,0,0,0,1,1,1,ICNKCH,0,1,0,1,1,1,0,1,0,0
2,0,0,23,4,14,2,1,0,0,6.62,1,0,0,0,0,1,0,1,ICNKCH,0,1,0,1,1,1,0,1,0,0
3,1,0,9,4,8,2,1,1,1,6.62,1,0,0,0,0,1,0,1,ICNKCH,0,1,0,1,1,1,0,1,0,0
1,0,0,292,4,8,5,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNKCH,0,1,0,1,1,1,0,1,0,0
1,0,0,173,4,14,5,0,0,0,6.62,0,0,0,0,0,1,1,1,ICNKCH,0,1,0,1,1,1,0,1,0,0
1,0,0,36,4,10,2,0,0,1,6.62,0,0,0,0,1,0,1,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
2,0,0,36,4,9,2,1,0,1,6.62,0,0,0,0,1,0,1,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
2,0,0,248,4,14,2,1,0,0,6.62,1,0,0,0,1,0,1,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
3,0,0,91,4,9,7,0,0,0,6.62,0,0,0,0,1,0,1,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
2,1,0,63,4,15,3,1,0,1,6.62,0,0,0,0,1,0,1,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
1,0,0,35,4,14,3,1,0,1,6.62,0,0,0,0,1,0,1,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
2,0,0,36,4,10,2,0,0,1,6.62,0,0,0,0,1,0,1,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
1,1,0,329,4,11,6,1,0,0,6.62,0,0,0,0,1,0,1,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
3,1,0,84,4,15,1,1,1,0,6.62,0,0,0,0,0,1,0,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
2,0,0,16,4,8,5,1,1,1,6.62,0,0,0,0,0,1,0,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
1,0,0,4,4,4,2,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
1,0,0,8,4,7,4,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
1,0,0,8,4,7,4,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
1,1,0,329,4,11,6,1,0,0,6.62,0,0,0,0,1,0,1,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
1,0,0,124,4,15,1,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
1,0,0,8,4,7,4,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
2,0,0,92,4,12,6,0,0,0,6.62,0,0,0,0,1,0,1,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
1,0,0,174,4,2,6,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNKNO,0,1,0,1,1,1,0,1,0,1
2,0,0,6,4,9,5,1,1,1,6.62,0,0,0,0,0,1,0,1,ICNKTM,0,1,0,1,1,1,0,1,1,0
1,0,0,2,4,4,7,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNKTM,0,1,0,1,1,1,0,1,1,0
2,0,0,77,4,10,1,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,0,0,208,4,14,1,0,1,0,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,20,4,13,1,0,0,0,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,172,4,3,1,1,1,0,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
6,0,0,47,4,7,6,1,1,1,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,24,4,7,6,0,1,0,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,0,0,198,4,4,2,1,1,1,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,58,4,13,7,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,1,0,19,4,14,4,0,0,0,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,0,0,229,4,12,2,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,1,0,42,4,12,7,1,0,0,6.62,0,0,0,1,0,1,0,0,ICNLGK,0,1,0,1,1,1,0,1,1,1
3,0,0,42,4,3,3,1,0,0,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,17,4,13,3,1,0,0,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,82,4,13,1,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,1,0,1,4,2,4,0,0,0,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,0,0,46,4,14,6,1,1,1,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,172,4,3,1,1,1,0,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,0,0,24,4,0,2,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,42,4,2,6,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
9,0,0,51,4,9,6,1,1,1,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,5,4,3,4,1,0,1,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,0,0,95,4,8,3,1,1,1,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,0,0,223,4,5,4,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,173,4,5,5,0,0,1,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
4,0,0,13,4,17,2,1,0,0,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,40,4,10,5,1,0,1,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,0,0,34,4,2,5,1,0,0,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,216,4,9,1,1,1,0,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
5,0,0,170,4,2,6,0,0,1,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
9,0,0,80,4,3,5,1,0,0,6.62,1,0,0,0,0,1,1,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,345,4,14,7,1,0,1,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,28,4,15,3,1,1,1,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,0,0,42,4,5,6,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,46,4,6,3,1,1,1,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,0,0,26,4,13,4,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,55,4,12,5,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,5,4,11,1,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,0,0,22,4,1,1,0,0,1,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,76,4,13,1,1,1,0,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
4,0,0,14,4,2,2,1,1,1,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,24,4,7,3,1,1,1,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
4,0,0,195,4,2,2,1,0,0,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,0,0,19,4,1,3,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,35,4,3,4,0,0,1,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,0,0,208,4,9,1,0,1,1,6.62,0,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,0,0,22,4,1,1,0,0,1,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
7,0,0,46,4,6,2,1,0,0,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,0,0,28,4,16,3,0,0,0,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
2,0,0,401,4,17,7,1,1,1,6.62,1,0,0,0,0,1,0,1,ICNLGK,0,1,0,1,1,1,0,1,1,1
1,0,0,0,4,2,6,1,1,0,6.62,1,0,0,0,0,0,1,0,ICNMAA,0,1,0,1,1,1,1,0,0,0
2,0,0,16,4,6,1,1,1,1,6.62,0,0,0,0,0,1,0,1,ICNMAA,0,1,0,1,1,1,1,0,0,0
1,0,0,56,4,15,5,0,1,0,6.62,0,0,0,0,0,0,1,0,ICNMAA,0,1,0,1,1,1,1,0,0,0
1,0,0,35,4,7,1,0,0,0,6.62,0,0,0,0,0,0,1,0,ICNMAA,0,1,0,1,1,1,1,0,0,0
1,0,0,19,4,13,5,0,0,0,8.83,0,0,0,0,0,1,0,1,ICNMEL,0,1,0,1,1,1,1,0,0,1
1,0,0,12,4,0,7,0,1,1,8.83,0,0,0,0,0,1,0,1,ICNMEL,0,1,0,1,1,1,1,0,0,1
1,1,0,42,4,11,5,1,0,0,8.83,0,0,0,0,0,1,0,1,ICNMEL,0,1,0,1,1,1,1,0,0,1
1,1,0,66,4,19,1,1,1,1,8.83,0,0,1,0,0,1,0,1,ICNMEL,0,1,0,1,1,1,1,0,0,1
1,0,0,17,4,13,2,0,1,0,8.83,0,0,0,0,0,1,0,1,ICNMEL,0,1,0,1,1,1,1,0,0,1
2,0,0,12,4,1,6,0,1,0,8.83,0,0,1,0,0,1,0,1,ICNMEL,0,1,0,1,1,1,1,0,0,1
1,0,0,47,4,11,2,1,0,0,8.83,0,0,0,0,0,1,0,1,ICNMEL,0,1,0,1,1,1,1,0,0,1
1,0,0,13,4,9,2,1,0,1,8.83,0,0,0,0,0,1,0,1,ICNMEL,0,1,0,1,1,1,1,0,0,1
1,1,0,6,4,1,3,0,0,1,8.83,0,0,1,0,0,1,0,1,ICNMEL,0,1,0,1,1,1,1,0,0,1
1,0,0,6,4,13,1,0,0,0,8.83,0,0,1,0,0,1,0,1,ICNMEL,0,1,0,1,1,1,1,0,0,1
1,0,0,42,4,6,5,1,0,0,8.83,0,0,0,0,0,1,0,1,ICNMEL,0,1,0,1,1,1,1,0,0,1
4,1,0,245,4,7,6,1,0,0,8.83,0,0,0,0,0,1,0,1,ICNMEL,0,1,0,1,1,1,1,0,0,1
1,0,0,40,4,13,5,0,0,0,8.83,0,0,0,0,0,1,0,1,ICNMEL,0,1,0,1,1,1,1,0,0,1
1,0,1,129,4,12,5,0,0,0,8.83,0,0,0,0,0,1,0,1,ICNMEL,0,1,0,1,1,1,1,0,0,1
1,0,0,54,4,0,6,0,0,1,8.83,0,0,1,0,0,1,0,1,ICNMEL,0,1,0,1,1,1,1,0,0,1
1,0,0,34,4,0,4,1,0,0,8.83,0,0,1,0,0,1,0,1,ICNMEL,0,1,0,1,1,1,1,0,0,1
1,0,0,20,4,10,5,0,0,1,8.83,0,0,1,0,0,1,0,1,ICNMEL,0,1,0,1,1,1,1,0,0,1
2,0,0,29,4,11,1,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,101,4,7,1,0,0,1,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,1,0,243,4,15,4,1,1,1,6.62,1,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,277,4,11,5,1,1,0,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
4,0,0,151,4,9,7,1,0,0,6.62,1,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,1,4,10,6,1,0,1,6.62,1,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
1,1,0,22,4,10,3,0,0,1,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,1,0,115,4,13,7,0,0,1,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,165,4,5,5,1,1,0,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
4,0,0,424,4,14,5,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
1,0,0,400,4,13,4,0,1,0,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
1,0,0,159,4,13,3,0,0,0,6.62,1,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
3,0,0,403,4,15,1,0,1,0,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
1,0,0,36,4,17,7,1,0,1,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,345,4,1,6,0,1,1,6.62,1,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
1,1,0,81,4,11,4,0,1,1,6.62,1,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,179,4,2,3,1,1,1,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
1,0,0,400,4,13,4,1,1,1,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,212,4,6,7,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,38,4,1,3,1,0,1,6.62,1,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,61,4,8,4,1,0,1,6.62,1,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
1,1,0,38,4,14,4,0,0,1,6.62,1,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,64,4,2,7,1,0,0,6.62,0,0,1,0,0,0,0,0,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,15,4,14,4,1,0,1,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,125,4,13,3,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,191,4,6,5,1,1,1,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
1,0,0,4,4,11,7,1,0,0,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,185,4,8,5,1,1,1,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,310,4,7,7,0,0,0,6.62,1,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
1,1,0,81,4,11,4,0,1,1,6.62,1,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,393,4,15,1,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,130,4,0,4,1,0,1,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
1,1,0,81,4,7,4,0,1,1,6.62,1,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,351,4,17,7,0,0,1,6.62,0,0,0,0,0,1,0,1,ICNMLE,0,1,0,1,1,1,1,0,1,0
2,0,0,24,4,14,1,0,0,0,6.62,0,0,0,0,0,1,1,1,ICNMYY,0,1,0,1,1,1,1,0,1,1
1,0,0,6,4,0,2,0,0,0,6.62,0,0,0,0,0,1,1,1,ICNMYY,0,1,0,1,1,1,1,0,1,1
1,0,0,15,4,13,2,1,0,0,6.62,0,0,0,0,0,1,1,1,ICNMYY,0,1,0,1,1,1,1,0,1,1
1,0,0,13,4,3,4,1,0,0,6.62,0,0,0,0,0,1,1,1,ICNMYY,0,1,0,1,1,1,1,0,1,1
2,0,0,52,4,3,4,1,0,0,6.62,1,0,0,0,1,0,1,1,ICNMYY,0,1,0,1,1,1,1,0,1,1
2,0,0,136,4,16,4,1,1,1,8.83,0,0,0,0,0,1,0,1,ICNOOL,0,1,0,1,1,1,1,1,0,0
1,0,0,23,4,14,1,0,0,0,8.83,0,0,1,0,0,1,0,1,ICNOOL,0,1,0,1,1,1,1,1,0,0
1,0,0,81,4,5,1,0,0,0,8.83,0,0,0,0,0,1,0,1,ICNOOL,0,1,0,1,1,1,1,1,0,0
2,0,0,20,4,4,4,0,0,1,8.83,0,0,1,0,0,1,0,1,ICNOOL,0,1,0,1,1,1,1,1,0,0
1,0,0,10,4,7,4,0,1,1,8.83,0,0,1,0,0,1,0,1,ICNOOL,0,1,0,1,1,1,1,1,0,0
1,0,0,275,4,4,1,0,0,0,8.83,0,0,0,0,0,1,0,1,ICNOOL,0,1,0,1,1,1,1,1,0,0
1,0,0,32,4,2,5,0,0,1,8.83,0,0,0,0,0,1,0,1,ICNOOL,0,1,0,1,1,1,1,1,0,0
1,0,1,90,4,1,2,1,0,1,8.83,0,0,0,0,0,1,0,1,ICNOOL,0,1,0,1,1,1,1,1,0,0
1,0,0,34,4,9,1,0,0,1,8.83,0,0,0,0,0,1,0,1,ICNOOL,0,1,0,1,1,1,1,1,0,0
1,0,0,60,4,15,7,0,0,0,6.62,1,0,0,0,0,1,0,1,ICNPEN,0,1,0,1,1,1,1,1,0,1
2,0,0,20,4,7,5,0,0,0,6.62,0,0,0,0,0,1,0,1,ICNPEN,0,1,0,1,1,1,1,1,0,1
2,0,0,41,4,5,3,0,0,0,6.62,1,0,0,0,0,1,0,1,ICNPEN,0,1,0,1,1,1,1,1,0,1
1,0,0,10,4,11,6,1,0,0,6.62,0,0,0,0,0,1,1,1,ICNPEN,0,1,0,1,1,1,1,1,0,1
1,0,0,57,4,9,3,0,0,0,6.62,0,0,0,0,0,1,1,1,ICNPEN,0,1,0,1,1,1,1,1,0,1
1,0,0,4,4,2,1,0,0,1,6.62,0,0,0,0,0,1,0,1,ICNPEN,0,1,0,1,1,1,1,1,0,1
2,0,0,12,4,10,4,1,1,0,6.62,0,0,0,0,0,1,1,1,ICNPEN,0,1,0,1,1,1,1,1,0,1
1,0,0,13,4,8,1,1,1,1,6.62,1,0,0,0,0,1,1,1,ICNPEN,0,1,0,1,1,1,1,1,0,1
1,0,0,57,4,2,1,1,1,1,6.62,0,0,0,0,0,1,0,1,ICNPEN,0,1,0,1,1,1,1,1,0,1
1,0,0,41,4,8,2,1,0,0,6.62,1,0,0,0,0,1,0,1,ICNPEN,0,1,0,1,1,1,1,1,0,1
1,0,0,32,4,7,7,1,0,0,6.62,1,0,0,0,0,1,1,1,ICNPEN,0,1,0,1,1,1,1,1,0,1
1,0,0,46,4,16,7,0,1,1,6.62,0,0,0,0,0,1,0,1,ICNPEN,0,1,0,1,1,1,1,1,0,1
3,0,0,174,4,12,3,1,1,1,6.62,0,0,0,0,0,1,0,1,ICNPEN,0,1,0,1,1,1,1,1,0,1
1,0,0,35,4,15,7,1,1,1,6.62,1,0,0,0,0,1,1,1,ICNPEN,0,1,0,1,1,1,1,1,0,1
3,0,0,221,4,7,1,1,0,0,6.62,1,0,0,0,0,1,0,1,ICNPEN,0,1,0,1,1,1,1,1,0,1
2,0,0,23,4,9,3,1,1,1,6.62,1,0,0,0,0,1,1,1,ICNPEN,0,1,0,1,1,1,1,1,0,1
